page_type,column,layout
10,7,"[[0, 0, 7, 2], [0, 2, 5, 13, 2], [5, 2, 2, 13, 3]]"
10,7,"[[0, 0, 7, 2], [0, 2, 4, 4], [4, 2, 3, 13, 3], '9단21']"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 4], [5, 2, 2, 4], [4, 6, 3, 9, 2], '9단21']"
10,7,"[[0, 0, 7, 6, 2], [4, 6, 3, 9, 3], '9단21']"
10,7,"[[0, 0, 7, 2], [0, 2, 4, 4], [4, 2, 3, 13, 3], '9단21']"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 5], [5, 2, 2, 13, 2], [0, 7, 4, 5], [4, 7, 1, 5], [0, 12, 3, 3], [3, 12, 2, 3]]"
10,7,"[[0, 0, 7, 2], [0, 2, 4, 8, 2], [4, 2, 3, 8], '5단통']"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 8, 2], [5, 2, 2, 8], '5단통']"
1,6,"[[0, 1, 3, 10, 2], [3, 1, 3, 10, 3], '4단통']"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 13, 3], [5, 2, 2, 13, 3]]"
100,7,"[[0, 0, 4, 10], [4, 0, 3, 10, 3], '5단통']"
100,6,"['15단통']"
1,7,"[[0, 1, 4, 14, 3], [4, 1, 3, 7, 2], '7단15']"
100,7,"[[0, 0, 4, 6, 2], [4, 0, 3, 15, 4], '9단21']"
100,7,"[[0, 0, 5, 6], [5, 0, 2, 6], [4, 6, 3, 9, 2], '9단21']"
100,7,"[[0, 0, 7, 6], [4, 6, 3, 9, 2], '9단21']"
101,7,"[[0, 0, 4, 11, 2], [4, 0, 3, 15, 3], [0, 5, 2, 4], [2, 5, 2, 4]]"
101,6,"[[0, 0, 4, 13, 3], [4, 0, 2, 15, 4], [0, 13, 2, 2], [2, 13, 2, 2]]"
101,7,"[[0, 0, 5, 10, 3], [5, 0, 2, 15, 3], [0, 5, 2, 5], [2, 5, 3, 5]]"
100,7,"[[0, 0, 6, 8], [6, 0, 1, 15, 3], [0, 8, 2, 7, 2], [2, 8, 4, 7, 2]]"
100,6,"[[0, 0, 6, 5], [0, 5, 4, 5], [4, 5, 2, 10, 3], [0, 10, 1, 5], [1, 10, 3, 5]]"
100,7,"[[0, 0, 4, 5], [4, 0, 3, 10, 2], [0, 5, 2, 5], [2, 5, 2, 5], '5단통']"
20,7,"[[0, 0, 5, 6], [5, 0, 2, 6], [4, 6, 3, 9, 3], '9단21']"
21,7,"[[0, 0, 5, 15, 3], [5, 0, 2, 15, 3]]"
100,7,"[[0, 0, 4, 11, 2], [4, 0, 3, 15, 4], [0, 11, 2, 4], [2, 11, 2, 4]]"
100,7,"[[0, 0, 5, 12, 2], [5, 0, 2, 15, 3], [0, 12, 2, 3], [2, 12, 3, 3]]"
1,7,"[[0, 1, 4, 9, 3], [4, 1, 3, 9], '5단통']"
1,7,"[[0, 1, 4, 14, 4], [4, 1, 3, 7], '7단15']"
10,7,"[[0, 0, 7, 2], [0, 2, 4, 8, 2], [4, 2, 3, 8, 2], '5단통']"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 8, 2], [5, 2, 2, 8, 2], '5단통']"
10,7,"[[0, 0, 7, 2], [0, 2, 4, 8, 2], [4, 2, 3, 8, 3], '5단통']"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 5], [5, 2, 2, 8, 2], [0, 7, 3, 3], [3, 7, 2, 3], '5단통']"
1,7,"[[0, 1, 5, 9], [5, 1, 2, 9, 2], '5단통']"
1,7,"[[0, 1, 7, 7], [0, 8, 4, 3], [4, 8, 3, 3], '4단통']"
100,7,"[[0, 0, 4, 9, 3], [4, 0, 3, 9, 3], '6단통']"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 5], [5, 2, 2, 13, 3], [0, 7, 4, 4], [4, 7, 1, 4], [0, 11, 3, 4], [3, 11, 2, 4]]"
1,7,"[[0, 1, 4, 9, 3], [4, 1, 3, 9, 2], '5단통']"
10,7,"[[0, 0, 7, 6, 2], [4, 6, 3, 9, 2], '9단21']"
10,7,"[[0, 0, 7, 2], [0, 2, 4, 8], [4, 2, 3, 8, 2], '5단통']"
100,6,"[[0, 0, 2, 15, 4], [2, 0, 2, 15, 4], [4, 0, 2, 15, 4]]"
101,7,"[[0, 0, 5, 11, 3], [5, 0, 2, 11, 3], '4단통']"
100,7,"[[0, 0, 5, 9, 3], [5, 0, 2, 9, 3], '6단통']"
21,7,"[[0, 0, 5, 7], [5, 0, 2, 15, 3], [0, 7, 3, 8, 2], [3, 7, 2, 8]]"
1,7,"[[0, 1, 3, 9], [3, 1, 4, 9, 2], '5단통']"
1,6,"[[0, 1, 4, 6], [4, 1, 2, 10], [0, 7, 2, 4], [2, 7, 2, 4], '4단통']"
101,6,"['15단통']"
101,7,"[[0, 0, 4, 12, 2], [4, 0, 3, 12, 2], '3단통']"
101,7,"[[0, 0, 4, 11, 3], [4, 0, 3, 11, 3], '4단통']"
100,7,"[[0, 0, 4, 7], [4, 0, 3, 7, 2], [0, 7, 2, 3], [2, 7, 5, 3], '5단통']"
101,7,"[[0, 0, 4, 9, 3], [4, 0, 3, 9, 2], '6단통']"
101,7,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 2, 8], '8단27']"
101,7,"[[0, 0, 4, 6], [4, 0, 3, 6, 2], [0, 6, 3, 9, 3], '9단21']"
101,6,"[[0, 0, 4, 11, 2], [4, 0, 2, 15, 5], [0, 8, 3, 4], [3, 8, 1, 4]]"
100,7,"[[0, 0, 5, 9, 2], [5, 0, 2, 15, 5], [0, 9, 3, 6], [3, 9, 2, 6]]"
100,7,"[[0, 0, 5, 7], [5, 0, 2, 15, 3], [0, 7, 4, 6, 2], [4, 7, 1, 6], [0, 13, 2, 2], [2, 13, 3, 2]]"
101,7,"[[0, 0, 7, 4], [0, 4, 4, 6, 2], [4, 4, 3, 11, 3], [0, 10, 3, 5], [3, 10, 1, 5], [0, 13, 2, 2]]"
1,7,"[[0, 1, 5, 6, 2], [5, 1, 2, 9, 2], [0, 7, 3, 3], [3, 7, 2, 3], '5단통']"
1,7,"[[0, 1, 7, 7], [0, 8, 5, 3], [5, 8, 2, 3], '4단통']"
100,6,"[[0, 0, 2, 15, 5], [2, 0, 2, 15, 5], [4, 0, 2, 15, 5]]"
101,7,"[[0, 0, 5, 9, 2], [5, 0, 2, 15, 5], [0, 9, 3, 6], [3, 9, 2, 6]]"
100,6,"[[0, 0, 6, 10], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 2, 5, 2]]"
101,6,"[[0, 0, 6, 10], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 2, 5, 2]]"
100,7,"[[0, 0, 7, 8], [0, 8, 3, 4], [3, 8, 2, 4], [5, 8, 2, 7, 2], [0, 12, 2, 3], [2, 12, 3, 3]]"
100,7,"[[0, 0, 5, 6], [5, 0, 2, 6], [4, 6, 3, 9, 3], '9단21']"
101,7,"[[0, 0, 4, 11, 2], [4, 0, 3, 15, 4], [0, 11, 2, 4], [2, 11, 2, 4]]"
100,6,"[[0, 0, 3, 12], [3, 0, 3, 12, 4], '3단통']"
100,7,"[[0, 0, 5, 5], [5, 0, 2, 15, 4], [0, 5, 2, 10, 3], [2, 5, 3, 10, 2]]"
21,7,"[[0, 0, 5, 6], [5, 0, 2, 6], [4, 6, 3, 9, 2], '9단21']"
2,7,"[[0, 0, 7, 4], [0, 4, 3, 3], [3, 4, 2, 3], [5, 4, 2, 6, 2], [0, 7, 2, 3], [2, 7, 3, 3], '5단통']"
10,7,"[[0, 0, 4, 10], [4, 0, 3, 10], '5단통']"
10,7,"[[0, 0, 4, 10, 2], [4, 0, 3, 10], '5단통']"
10,7,"[[0, 0, 4, 10, 2], [4, 0, 3, 10, 2], '5단통']"
10,6,"[[0, 0, 3, 10, 2], [3, 0, 3, 10], '5단통']"
10,7,"[[0, 0, 4, 15, 2], [4, 0, 3, 15, 2]]"
10,7,"[[0, 0, 4, 15, 3], [4, 0, 3, 15, 2]]"
10,7,"[[0, 0, 5, 9], [5, 0, 2, 9], [0, 9, 4, 6], [4, 9, 3, 6]]"
10,7,"[[0, 0, 7, 7, 2], [0, 2, 4, 8, 2], [4, 2, 3, 8, 2]]"
10,7,"[[0, 0, 7, 6, 2], [0, 2, 4, 9, 2], [4, 2, 3, 9, 2]]"
10,7,"[[0, 0, 7, 5, 2], [0, 2, 4, 10, 2], [4, 2, 3, 10, 2]]"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 13, 2], [5, 2, 2, 13, 3]]"
10,7,"[[0, 0, 7, 2], [0, 2, 5, 8], [5, 2, 2, 8], '5단통']"
22,6,"[[0, 0, 4, 10, '기고'], [4, 0, 2, 10, '사설'], '5단통']"
10,7,"[[0, 0, 7, 2], [0, 2, 4, 4], [4, 2, 3, 13], '9단21']"
22,6,"[[0, 0, 4, 10, '기고'], [4, 0, 2, 10, '사설'], '5단통']"
1,6,"[[0, 1, 4, 9, 3], [4, 1, 2, 9, 2], '5단통']"
1,7,"[[0, 1, 3, 10], [3, 1, 4, 10, 2], '4단통']"
1,7,"[[0, 1, 5, 14, 2], [5, 1, 2, 10], '4단통']"
1,7,"[[0, 1, 5, 10, 2], [5, 1, 2, 10], '4단통']"
1,7,"[[0, 1, 5, 6], [5, 1, 2, 6], [0, 7, 7, 4], '4단통']"
1,7,"[[0, 1, 5, 5], [5, 1, 2, 5], [0, 6, 7, 5], '4단통']"
